Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,111.389999,111.440002,107.349998,109.330002,100.216454,53204600
2015-01-05,108.290001,108.650002,105.410004,106.250000,97.393181,64285500
2015-01-06,106.540001,107.430000,104.629997,106.260002,97.402374,65797100
2015-01-07,107.199997,108.199997,106.699997,107.750000,98.768150,40105900
2015-01-08,109.230003,112.150002,108.699997,111.889999,102.563072,59364500
2015-01-09,112.669998,113.250000,110.209999,112.010002,102.673050,53699500
2015-01-12,112.599998,112.629997,108.800003,109.250000,100.143120,49650800
2015-01-13,111.430000,112.800003,108.910004,110.220001,101.032280,67091900
2015-01-14,109.040001,110.489998,108.500000,109.800003,100.647285,48956600
2015-01-15,110.000000,110.059998,106.660004,106.820000,97.915672,60014000
2015-01-16,107.029999,107.580002,105.199997,105.989998,97.154854,78513300
2015-01-20,107.839996,108.970001,106.500000,108.720001,99.657303,49899900
2015-01-21,108.949997,111.059998,108.269997,109.550003,100.418114,48575900
2015-01-22,110.260002,112.470001,109.720001,112.400002,103.030556,53796400
2015-01-23,112.300003,113.750000,111.529999,112.980003,103.562195,46464800
2015-01-26,113.739998,114.360001,112.800003,113.099998,103.672188,55615000
2015-01-27,112.419998,112.480003,109.029999,109.139999,100.042297,95568700
2015-01-28,117.629997,118.120003,115.309998,115.309998,105.697968,146477100
2015-01-29,116.320000,119.190002,115.559998,118.900002,108.988716,84436400
2015-01-30,118.400002,120.000000,116.849998,117.160004,107.393768,83745500
2015-02-02,118.050003,119.169998,116.080002,118.629997,108.741241,62739100
2015-02-03,118.500000,119.089996,117.610001,118.650002,108.759560,51915700
2015-02-04,118.500000,120.510002,118.309998,119.559998,109.593704,70149700
2015-02-05,120.019997,120.230003,119.250000,119.940002,110.375908,42246200
2015-02-06,120.019997,120.250000,118.449997,118.930000,109.446465,43706600
2015-02-09,118.550003,119.839996,118.430000,119.720001,110.173470,38889800
2015-02-10,120.169998,122.150002,120.160004,122.019997,112.290047,62008500
2015-02-11,122.769997,124.919998,122.500000,124.879997,114.922012,73561800
2015-02-12,126.059998,127.480003,125.570000,126.459999,116.376022,74474500
2015-02-13,127.279999,127.279999,125.650002,127.080002,116.946587,54272200
2015-02-17,127.489998,128.880005,126.919998,127.830002,117.636772,63152400
2015-02-18,127.629997,128.779999,127.449997,128.720001,118.455811,44891700
2015-02-19,128.479996,129.029999,128.330002,128.449997,118.207336,37362400
2015-02-20,128.619995,129.500000,128.050003,129.500000,119.173599,48948400
2015-02-23,130.020004,133.000000,129.660004,133.000000,122.394508,70974100
2015-02-24,132.940002,133.600006,131.169998,132.169998,121.630684,69228100
2015-02-25,131.559998,131.600006,128.149994,128.789993,118.520218,74711700
2015-02-26,128.789993,130.869995,126.610001,130.419998,120.020248,91287500
2015-02-27,130.000000,130.570007,128.240005,128.460007,118.216537,62014800
2015-03-02,129.250000,130.279999,128.300003,129.089996,118.796295,48096700
2015-03-03,128.960007,129.520004,128.089996,129.360001,119.044762,37816300
2015-03-04,129.100006,129.559998,128.320007,128.539993,118.290138,31666300
2015-03-05,128.580002,128.750000,125.760002,126.410004,116.330009,56517100
2015-03-06,128.399994,129.369995,126.260002,126.599998,116.504845,72842100
2015-03-09,127.959999,129.570007,125.059998,127.139999,117.001801,88528500
2015-03-10,126.410004,127.220001,123.800003,124.510002,114.581505,68856600
2015-03-11,124.750000,124.769997,122.110001,122.239998,112.492523,68939000
2015-03-12,122.309998,124.900002,121.629997,124.449997,114.526291,48362700
2015-03-13,124.400002,125.400002,122.580002,123.589996,113.734856,51827300
2015-03-16,123.879997,124.949997,122.870003,124.949997,114.986427,35874300
2015-03-17,125.900002,127.320000,125.650002,127.040001,116.909760,51023100
2015-03-18,127.000000,129.160004,126.370003,128.470001,118.225739,65270900
2015-03-19,128.750000,129.250000,127.400002,127.500000,117.333099,45809500
2015-03-20,128.250000,128.399994,125.160004,125.900002,115.860680,68695100
2015-03-23,127.120003,127.849998,126.519997,127.209999,117.066200,37709700
2015-03-24,127.230003,128.039993,126.559998,126.690002,116.587677,32842300
2015-03-25,126.540001,126.820000,123.379997,123.379997,113.541618,51655200
2015-03-26,122.760002,124.879997,122.599998,124.239998,114.333046,47572900
2015-03-27,124.570000,124.699997,122.910004,123.250000,113.421997,39546200
2015-03-30,124.050003,126.400002,124.000000,126.370003,116.293190,47099700
2015-03-31,126.089996,126.489998,124.360001,124.430000,114.507881,42090600
2015-04-01,124.820000,125.120003,123.099998,124.250000,114.342239,40621400
2015-04-02,125.029999,125.559998,124.190002,125.320000,115.326912,32220100
2015-04-06,124.470001,127.510002,124.330002,127.349998,117.195030,37194000
2015-04-07,127.639999,128.119995,125.980003,126.010002,115.961906,35012300
2015-04-08,125.849998,126.400002,124.970001,125.599998,115.584587,37329200
2015-04-09,125.849998,126.580002,124.660004,126.559998,116.468048,32484000
2015-04-10,125.949997,127.209999,125.260002,127.099998,116.964989,40188000
2015-04-13,128.369995,128.570007,126.610001,126.849998,116.734917,36365100
2015-04-14,127.000000,127.290001,125.910004,126.300003,116.228790,25524600
2015-04-15,126.410004,127.129997,126.010002,126.779999,116.670502,28970400
2015-04-16,126.279999,127.099998,126.110001,126.169998,116.109131,28369000
2015-04-17,125.550003,126.139999,124.459999,124.750000,114.802368,51957000
2015-04-20,125.570000,128.119995,125.169998,127.599998,117.425117,47054300
2015-04-21,128.100006,128.199997,126.669998,126.910004,116.790138,32435100
2015-04-22,126.989998,128.869995,126.320000,128.619995,118.363777,37654500
2015-04-23,128.300003,130.419998,128.139999,129.669998,119.330048,45770900
2015-04-24,130.490005,130.630005,129.229996,130.279999,119.891411,44525900
2015-04-27,132.309998,133.130005,131.149994,132.649994,122.072395,96954200
2015-04-28,134.460007,134.539993,129.570007,130.559998,120.149078,118924000
2015-04-29,130.160004,131.589996,128.300003,128.639999,118.382187,63386100
2015-04-30,128.639999,128.639999,124.580002,125.150002,115.170479,83195400
2015-05-01,126.099998,130.130005,125.300003,128.949997,118.667458,58512600
2015-05-04,129.500000,130.570007,128.259995,128.699997,118.437393,50988300
2015-05-05,128.149994,128.449997,125.779999,125.800003,115.768646,49271400
2015-05-06,126.559998,126.750000,123.360001,125.010002,115.041649,72141000
2015-05-07,124.769997,126.080002,124.019997,125.260002,115.753204,43940900
2015-05-08,126.680000,127.620003,126.110001,127.620003,117.934090,55550400
2015-05-11,127.389999,127.559998,125.629997,126.320000,116.732750,42035800
2015-05-12,125.599998,126.879997,124.820000,125.870003,116.316917,48160000
2015-05-13,126.150002,127.190002,125.870003,126.010002,116.446297,34694200
2015-05-14,127.410004,128.949997,127.160004,128.949997,119.163139,45203500
2015-05-15,129.070007,129.490005,128.210007,128.770004,118.996811,38208000
2015-05-18,128.380005,130.720001,128.360001,130.190002,120.309013,50882900
2015-05-19,130.690002,130.880005,129.639999,130.070007,120.198143,44633200
2015-05-20,130.000000,130.979996,129.339996,130.059998,120.188896,36454900
2015-05-21,130.070007,131.630005,129.830002,131.389999,121.417961,39730400
2015-05-22,131.600006,132.970001,131.399994,132.539993,122.480698,45596000
2015-05-26,132.600006,132.910004,129.119995,129.619995,119.782288,70697600
2015-05-27,130.339996,132.259995,130.050003,132.039993,122.018639,45833200
2015-05-28,131.860001,131.949997,131.100006,131.779999,121.778351,30733300
2015-05-29,131.229996,131.449997,129.899994,130.279999,120.392212,50884500
2015-06-01,130.279999,131.389999,130.050003,130.539993,120.632462,32112800
2015-06-02,129.860001,130.660004,129.320007,129.960007,120.096481,33667600
2015-06-03,130.660004,130.940002,129.899994,130.119995,120.244347,30983500
2015-06-04,129.580002,130.580002,128.910004,129.360001,119.542023,38450100
2015-06-05,129.500000,129.690002,128.360001,128.649994,118.885910,35626800
2015-06-08,128.899994,129.210007,126.830002,127.800003,118.100426,52674800
2015-06-09,126.699997,128.080002,125.620003,127.419998,117.749260,56075400
2015-06-10,127.919998,129.339996,127.849998,128.880005,119.098442,39087300
2015-06-11,129.179993,130.179993,128.479996,128.589996,118.830467,35390900
2015-06-12,128.190002,128.330002,127.110001,127.169998,117.518242,36886200
2015-06-15,126.099998,127.239998,125.709999,126.919998,117.287209,43988900
2015-06-16,127.029999,127.849998,126.370003,127.599998,117.915596,31494100
2015-06-17,127.720001,127.879997,126.739998,127.300003,117.638382,32918100
2015-06-18,127.230003,128.309998,127.220001,127.879997,118.174355,35407200
2015-06-19,127.709999,127.820000,126.400002,126.599998,116.991508,54716900
2015-06-22,127.489998,128.059998,127.080002,127.610001,117.924850,34039300
2015-06-23,127.480003,127.610001,126.879997,127.029999,117.388870,30268900
2015-06-24,127.209999,129.800003,127.120003,128.110001,118.386902,55280900
2015-06-25,128.860001,129.199997,127.500000,127.500000,117.823212,31938100
2015-06-26,127.669998,127.989998,126.510002,126.750000,117.130112,44066800
2015-06-29,125.459999,126.470001,124.480003,124.529999,115.078606,49161400
2015-06-30,125.570000,126.120003,124.860001,125.430000,115.910301,44370700
2015-07-01,126.900002,126.940002,125.989998,126.599998,116.991508,30238800
2015-07-02,126.430000,126.690002,125.769997,126.440002,116.843628,27211000
2015-07-06,124.940002,126.230003,124.849998,126.000000,116.437035,28060400
2015-07-07,125.889999,126.150002,123.769997,125.690002,116.150574,46946800
2015-07-08,124.480003,124.639999,122.540001,122.570000,113.267365,60761600
2015-07-09,123.849998,124.059998,119.220001,120.070000,110.957115,78595000
2015-07-10,121.940002,123.849998,121.209999,123.279999,113.923470,61354500
2015-07-13,125.029999,125.760002,124.320000,125.660004,116.122849,41440500
2015-07-14,126.040001,126.370003,125.040001,125.610001,116.076622,31768100
2015-07-15,125.720001,127.150002,125.580002,126.820000,117.194809,33649200
2015-07-16,127.739998,128.570007,127.349998,128.509995,118.756546,36222400
2015-07-17,129.080002,129.619995,128.309998,129.619995,119.782288,46164700
2015-07-20,130.970001,132.970001,130.699997,132.070007,122.046364,58900200
2015-07-21,132.850006,132.919998,130.320007,130.750000,120.826538,76756400
2015-07-22,121.989998,125.500000,121.989998,125.220001,115.716232,115450600
2015-07-23,126.199997,127.089996,125.059998,125.160004,115.660782,50999500
2015-07-24,125.320000,125.739998,123.900002,124.500000,115.050888,42162300
2015-07-27,123.089996,123.610001,122.120003,122.769997,113.452171,44455500
2015-07-28,123.379997,123.910004,122.550003,123.379997,114.015884,33618100
2015-07-29,123.150002,123.500000,122.269997,122.989998,113.655472,37011700
2015-07-30,122.320000,122.570000,121.709999,122.370003,113.082558,33628300
2015-07-31,122.599998,122.639999,120.910004,121.300003,112.093750,42885000
2015-08-03,121.500000,122.570000,117.519997,118.440002,109.450813,69976000
2015-08-04,117.419998,117.699997,113.250000,114.639999,105.939217,124138600
2015-08-05,112.949997,117.440002,112.099998,115.400002,106.641548,99312600
2015-08-06,115.970001,116.500000,114.120003,115.129997,106.873604,52903000
2015-08-07,114.580002,116.250000,114.500000,115.519997,107.235649,38670400
2015-08-10,116.529999,119.989998,116.529999,119.720001,111.134445,54951600
2015-08-11,117.809998,118.180000,113.330002,113.489998,105.351234,97082800
2015-08-12,112.529999,115.419998,109.629997,115.239998,106.975708,101217500
2015-08-13,116.040001,116.400002,114.540001,115.150002,106.892189,48535800
2015-08-14,114.320000,116.309998,114.010002,115.959999,107.644073,42929500
2015-08-17,116.040001,117.650002,115.500000,117.160004,108.758026,40884700
2015-08-18,116.430000,117.440002,116.010002,116.500000,108.145378,34560700
2015-08-19,116.099998,116.519997,114.680000,115.010002,106.762238,48286500
2015-08-20,114.080002,114.349998,111.629997,112.650002,104.571457,68501600
2015-08-21,110.430000,111.900002,105.650002,105.760002,98.175545,128275500
2015-08-24,94.870003,108.800003,92.000000,103.120003,95.724899,162206300
2015-08-25,111.110001,111.110001,103.500000,103.739998,96.300423,103601600
2015-08-26,107.089996,109.889999,105.050003,109.690002,101.823730,96774600
2015-08-27,112.230003,113.239998,110.019997,112.919998,104.822113,84616100
2015-08-28,112.169998,113.309998,111.540001,113.290001,105.165558,53164400
2015-08-31,112.029999,114.529999,112.000000,112.760002,104.673584,56229300
2015-09-01,110.150002,111.879997,107.360001,107.720001,99.995018,76845900
2015-09-02,110.230003,112.339996,109.129997,112.339996,104.283691,61888800
2015-09-03,112.489998,112.779999,110.040001,110.370003,102.454964,53233900
2015-09-04,108.970001,110.449997,108.510002,109.269997,101.433853,49996300
2015-09-08,111.750000,112.559998,110.320000,112.309998,104.255844,54843600
2015-09-09,113.760002,114.019997,109.769997,110.150002,102.250748,85010800
2015-09-10,110.269997,113.279999,109.900002,112.570000,104.497192,62892800
2015-09-11,111.790001,114.209999,111.760002,114.209999,106.019585,49915500
2015-09-14,116.580002,116.889999,114.860001,115.309998,107.040688,58363400
2015-09-15,115.930000,116.529999,114.419998,116.279999,107.941147,43341200
2015-09-16,116.250000,116.540001,115.440002,116.410004,108.061813,37173500
2015-09-17,115.660004,116.489998,113.720001,113.919998,105.750381,64112600
2015-09-18,112.209999,114.300003,111.870003,113.449997,105.314087,74285300
2015-09-21,113.669998,115.370003,113.660004,115.209999,106.947884,50222000
2015-09-22,113.379997,114.180000,112.519997,113.400002,105.267685,50346200
2015-09-23,113.629997,114.720001,113.300003,114.320000,106.121704,35756700
2015-09-24,113.250000,115.500000,112.370003,115.000000,106.752930,50219500
2015-09-25,116.440002,116.690002,114.019997,114.709999,106.483727,56151900
2015-09-28,113.849998,114.570000,112.440002,112.440002,104.376534,52109000
2015-09-29,112.830002,113.510002,107.860001,109.059998,101.238914,73365400
2015-09-30,110.169998,111.540001,108.730003,110.300003,102.389992,66473000
2015-10-01,109.070000,109.620003,107.309998,109.580002,101.721626,63929100
2015-10-02,108.010002,111.010002,107.550003,110.379997,102.464249,58019800
2015-10-05,109.879997,111.370003,109.070000,110.779999,102.835571,52064700
2015-10-06,110.629997,111.739998,109.769997,111.309998,103.327553,48196800
2015-10-07,111.739998,111.769997,109.410004,110.779999,102.835571,46765600
2015-10-08,110.190002,110.190002,108.209999,109.500000,101.647354,61979600
2015-10-09,110.000000,112.279999,109.489998,112.120003,104.079475,52766100
2015-10-12,112.730003,112.750000,111.440002,111.599998,103.596771,30467200
2015-10-13,110.820000,112.449997,110.680000,111.790001,103.773125,33049300
2015-10-14,111.290001,111.519997,109.559998,110.209999,102.306442,44462400
2015-10-15,110.930000,112.099998,110.489998,111.860001,103.838120,37673500
2015-10-16,111.779999,112.000000,110.529999,111.040001,103.076920,39232600
2015-10-19,110.800003,111.750000,110.110001,111.730003,103.717438,29759200
2015-10-20,111.339996,114.169998,110.820000,113.769997,105.611145,48967800
2015-10-21,114.000000,115.580002,113.699997,113.760002,105.601868,41795200
2015-10-22,114.330002,115.500000,114.099998,115.500000,107.217094,41654100
2015-10-23,116.699997,119.230003,116.330002,119.080002,110.540344,59366900
2015-10-26,118.080002,118.129997,114.919998,115.279999,107.012840,66333800
2015-10-27,115.400002,116.540001,113.989998,114.550003,106.335205,69884400
2015-10-28,116.930000,119.300003,116.059998,119.269997,110.716713,85551400
2015-10-29,118.699997,120.690002,118.269997,120.529999,111.886345,51227300
2015-10-30,120.989998,121.220001,119.449997,119.500000,110.930237,49365300
2015-11-02,120.800003,121.360001,119.610001,121.180000,112.489754,32203300
2015-11-03,120.790001,123.489998,120.699997,122.570000,113.780052,45519000
2015-11-04,123.129997,123.820000,121.620003,122.000000,113.250931,44886100
2015-11-05,121.849998,122.690002,120.180000,120.919998,112.728874,39552700
2015-11-06,121.110001,121.809998,120.620003,121.059998,112.859390,33042300
2015-11-09,120.959999,121.809998,120.050003,120.570000,112.402588,33871400
2015-11-10,116.900002,118.070000,116.059998,116.769997,108.859993,59127900
2015-11-11,116.370003,117.419998,115.209999,116.110001,108.244690,45218000
2015-11-12,116.260002,116.820000,115.650002,115.720001,107.881104,32525600
2015-11-13,115.199997,115.570000,112.269997,112.339996,104.730087,45812400
2015-11-16,111.379997,114.239998,111.000000,114.180000,106.445442,38106700
2015-11-17,114.919998,115.050003,113.320000,113.690002,105.988625,27616900
2015-11-18,115.760002,117.489998,115.500000,117.290001,109.344765,46674700
2015-11-19,117.639999,119.750000,116.760002,118.779999,110.733826,43295800
2015-11-20,119.199997,119.919998,118.849998,119.300003,111.218613,34287100
2015-11-23,119.269997,119.730003,117.339996,117.750000,109.773605,32482500
2015-11-24,117.330002,119.349998,117.120003,118.879997,110.827065,42803200
2015-11-25,119.209999,119.230003,117.919998,118.029999,110.034622,21388300
2015-11-27,118.290001,118.410004,117.599998,117.809998,109.829536,13046400
2015-11-30,117.989998,119.410004,117.750000,118.300003,110.286354,39180300
2015-12-01,118.750000,118.809998,116.860001,117.339996,109.391380,34852400
2015-12-02,117.339996,118.110001,116.080002,116.279999,108.403198,33386600
2015-12-03,116.550003,116.790001,114.220001,115.199997,107.396332,41569500
2015-12-04,115.290001,119.250000,115.110001,119.029999,110.966904,57777000
2015-12-07,118.980003,119.860001,117.809998,118.279999,110.267715,32084200
2015-12-08,117.519997,118.599998,116.860001,118.230003,110.221092,34309500
2015-12-09,117.639999,117.690002,115.080002,115.620003,107.787888,46361400
2015-12-10,116.040001,116.940002,115.510002,116.169998,108.300644,29212700
2015-12-11,115.190002,115.389999,112.849998,113.180000,105.513168,46886200
2015-12-14,112.180000,112.680000,109.790001,112.480003,104.860588,64318700
2015-12-15,111.940002,112.800003,110.349998,110.489998,103.005409,53323100
2015-12-16,111.070000,111.989998,108.800003,111.339996,103.797813,56238500
2015-12-17,112.019997,112.250000,108.980003,108.980003,101.597687,44772800
2015-12-18,108.910004,109.519997,105.809998,106.029999,98.847519,96453300
2015-12-21,107.279999,107.370003,105.570000,107.330002,100.059456,47590600
2015-12-22,107.400002,107.720001,106.449997,107.230003,99.966232,32789400
2015-12-23,107.269997,108.849998,107.199997,108.610001,101.252747,32657400
2015-12-24,109.000000,109.000000,107.949997,108.029999,100.712036,13570400
2015-12-28,107.589996,107.690002,106.180000,106.820000,99.584007,26704200
2015-12-29,106.959999,109.430000,106.860001,108.739998,101.373940,30931200
2015-12-30,108.580002,108.699997,107.180000,107.320000,100.050133,25213800
2015-12-31,107.010002,107.029999,104.820000,105.260002,98.129669,40912300
2016-01-04,102.610001,105.370003,102.000000,105.349998,98.213585,67649400
2016-01-05,105.750000,105.849998,102.410004,102.709999,95.752419,55791000
2016-01-06,100.559998,102.370003,99.870003,100.699997,93.878586,68457400
2016-01-07,98.680000,100.129997,96.430000,96.449997,89.916473,81094400
2016-01-08,98.550003,99.110001,96.760002,96.959999,90.391907,70798000
2016-01-11,98.970001,99.059998,97.339996,98.529999,91.855568,49739400
2016-01-12,100.550003,100.690002,98.839996,99.959999,93.188705,49154200
2016-01-13,100.320000,101.190002,97.300003,97.389999,90.792793,62439600
2016-01-14,97.959999,100.480003,95.739998,99.519997,92.778496,63170100
2016-01-15,96.199997,97.709999,95.360001,97.129997,90.550415,79833900
2016-01-19,98.410004,98.650002,95.500000,96.660004,90.112251,53087700
2016-01-20,95.099998,98.190002,93.419998,96.790001,90.233437,72334400
2016-01-21,97.059998,97.879997,94.940002,96.300003,89.776627,52161500
2016-01-22,98.629997,101.459999,98.370003,101.419998,94.549812,65800500
2016-01-25,101.519997,101.529999,99.209999,99.440002,92.703934,51794500
2016-01-26,99.930000,100.879997,98.070000,99.989998,93.216660,75077000
2016-01-27,96.040001,96.629997,93.339996,93.419998,87.091728,133369700
2016-01-28,93.790001,94.519997,92.389999,94.089996,87.716331,55678800
2016-01-29,94.790001,97.339996,94.349998,97.339996,90.746178,64416500
2016-02-01,96.470001,96.709999,95.400002,96.430000,89.897827,40943500
2016-02-02,95.419998,96.040001,94.279999,94.480003,88.079926,37357200
2016-02-03,95.000000,96.839996,94.080002,96.349998,89.823242,45964300
2016-02-04,95.860001,97.330002,95.190002,96.599998,90.544991,46471700
2016-02-05,96.519997,96.919998,93.690002,94.019997,88.126694,46418100
2016-02-08,93.129997,95.699997,93.040001,95.010002,89.054657,54021400
2016-02-09,94.290001,95.940002,93.930000,94.989998,89.035904,44331200
2016-02-10,95.919998,96.349998,94.099998,94.269997,88.361023,42343600
2016-02-11,93.790001,94.720001,92.589996,93.699997,87.826744,50074700
2016-02-12,94.190002,94.500000,93.010002,93.989998,88.098572,40351400
2016-02-16,95.019997,96.849998,94.610001,96.639999,90.582466,49057900
2016-02-17,96.669998,98.209999,96.150002,98.120003,91.969711,44863200
2016-02-18,98.839996,98.889999,96.089996,96.260002,90.226288,39021000
2016-02-19,96.000000,96.760002,95.800003,96.040001,90.020073,35374200
2016-02-22,96.309998,96.900002,95.919998,96.879997,90.807411,34280800
2016-02-23,96.400002,96.500000,94.550003,94.690002,88.754677,31942600
2016-02-24,93.980003,96.379997,93.320000,96.099998,90.076309,36255700
2016-02-25,96.050003,96.760002,95.250000,96.760002,90.694946,27582700
2016-02-26,97.199997,98.019997,96.580002,96.910004,90.835548,28991100
2016-02-29,96.860001,98.230003,96.650002,96.690002,90.629341,35216300
2016-03-01,97.650002,100.769997,97.419998,100.529999,94.228645,50407100
2016-03-02,100.510002,100.889999,99.639999,100.750000,94.434853,33169600
2016-03-03,100.580002,101.709999,100.449997,101.500000,95.137848,36955700
2016-03-04,102.370003,103.750000,101.370003,103.010002,96.553185,46055100
2016-03-07,102.389999,102.830002,100.959999,101.870003,95.484657,35828900
2016-03-08,100.779999,101.760002,100.400002,101.029999,94.697304,31561900
2016-03-09,101.309998,101.580002,100.269997,101.120003,94.781654,27201700
2016-03-10,101.410004,102.239998,100.150002,101.169998,94.828529,33513600
2016-03-11,102.239998,102.279999,101.500000,102.260002,95.850197,27408200
2016-03-14,101.910004,102.910004,101.779999,102.519997,96.093910,25076100
2016-03-15,103.959999,105.180000,103.849998,104.580002,98.024780,40067700
2016-03-16,104.610001,106.309998,104.589996,105.970001,99.327660,38303500
2016-03-17,105.519997,106.470001,104.959999,105.800003,99.168297,34420700
2016-03-18,106.339996,106.500000,105.190002,105.919998,99.280777,44205200
2016-03-21,105.930000,107.650002,105.139999,105.910004,99.271408,35502700
2016-03-22,105.250000,107.290001,105.209999,106.720001,100.030655,32444400
2016-03-23,106.480003,107.070000,105.900002,106.129997,99.477623,25703500
2016-03-24,105.470001,106.250000,104.889999,105.669998,99.046455,26133000
2016-03-28,106.000000,106.190002,105.059998,105.190002,98.596550,19411400
2016-03-29,104.889999,107.790001,104.879997,107.680000,100.930466,31190100
2016-03-30,108.650002,110.419998,108.599998,109.559998,102.692619,45601100
2016-03-31,109.720001,109.900002,108.879997,108.989998,102.158356,25888400
2016-04-01,108.779999,110.000000,108.199997,109.989998,103.095665,25874000
2016-04-04,110.419998,112.190002,110.269997,111.120003,104.154839,37356200
2016-04-05,109.510002,110.730003,109.419998,109.809998,102.926964,26578700
2016-04-06,110.230003,110.980003,109.199997,110.959999,104.004860,26404100
2016-04-07,109.949997,110.419998,108.120003,108.540001,101.736557,31801900
2016-04-08,108.910004,109.769997,108.169998,108.660004,101.849045,23581700
2016-04-11,108.970001,110.610001,108.830002,109.019997,102.186470,29407500
2016-04-12,109.339996,110.500000,108.660004,110.440002,103.517471,27232300
2016-04-13,110.800003,112.339996,110.800003,112.040001,105.017174,33257300
2016-04-14,111.620003,112.389999,111.330002,112.099998,105.073410,25473900
2016-04-15,112.110001,112.300003,109.730003,109.849998,102.964447,46939000
2016-04-18,108.889999,108.949997,106.940002,107.480003,100.742996,60821500
2016-04-19,107.879997,108.000000,106.230003,106.910004,100.208740,32384900
2016-04-20,106.639999,108.089996,106.059998,107.129997,100.414948,30611000
2016-04-21,106.930000,106.930000,105.519997,105.970001,99.327660,31552500
2016-04-22,105.010002,106.480003,104.620003,105.680000,99.055832,33683100
2016-04-25,105.000000,105.650002,104.510002,105.080002,98.493446,28031600
2016-04-26,103.910004,105.300003,103.910004,104.349998,97.809196,56016200
2016-04-27,96.000000,98.709999,95.680000,97.820000,91.688515,114602100
2016-04-28,97.610001,97.879997,94.250000,94.830002,88.885933,82242700
2016-04-29,93.989998,94.720001,92.510002,93.739998,87.864235,68531500
2016-05-02,93.970001,94.080002,92.400002,93.639999,87.770515,48160100
2016-05-03,94.199997,95.739998,93.680000,95.180000,89.213974,56831300
2016-05-04,95.199997,95.900002,93.820000,94.190002,88.286034,41025500
2016-05-05,94.000000,94.070000,92.680000,93.239998,87.927696,35890500
2016-05-06,93.370003,93.449997,91.849998,92.720001,87.437325,43699900
2016-05-09,93.000000,93.769997,92.589996,92.790001,87.503319,32936400
2016-05-10,93.330002,93.570000,92.110001,93.419998,88.097427,33686800
2016-05-11,93.480003,93.570000,92.459999,92.510002,87.239273,28719100
2016-05-12,92.720001,92.779999,89.470001,90.339996,85.192909,76314700
2016-05-13,90.000000,91.669998,90.000000,90.519997,85.362656,44392800
2016-05-16,92.389999,94.389999,91.650002,93.879997,88.531227,61259800
2016-05-17,94.550003,94.699997,93.010002,93.489998,88.163445,46916900
2016-05-18,94.160004,95.209999,93.889999,94.559998,89.172478,42062400
2016-05-19,94.639999,94.639999,93.570000,94.199997,88.832985,30442100
2016-05-20,94.639999,95.430000,94.519997,95.220001,89.794868,32026000
2016-05-23,95.870003,97.190002,95.669998,96.430000,90.935936,38018600
2016-05-24,97.220001,98.089996,96.839996,97.900002,92.322189,35140200
2016-05-25,98.669998,99.739998,98.110001,99.620003,93.944206,38168800
2016-05-26,99.680000,100.730003,98.639999,100.410004,94.689178,56331200
2016-05-27,99.440002,100.470001,99.250000,100.349998,94.632599,36341200
2016-05-31,99.599998,100.400002,98.820000,99.860001,94.170525,42307200
2016-06-01,99.019997,99.540001,98.330002,98.459999,92.850273,29173300
2016-06-02,97.599998,97.839996,96.629997,97.720001,92.152458,40191600
2016-06-03,97.790001,98.269997,97.449997,97.919998,92.341049,28504900
2016-06-06,97.989998,101.889999,97.550003,98.629997,93.010590,23292500
2016-06-07,99.250000,99.870003,98.959999,99.029999,93.387810,22409500
2016-06-08,99.019997,99.559998,98.680000,98.940002,93.302933,20848100
2016-06-09,98.500000,99.989998,98.459999,99.650002,93.972481,26601400
2016-06-10,98.529999,99.349998,98.480003,98.830002,93.199211,31712900
2016-06-13,98.690002,99.120003,97.099998,97.339996,91.794083,38020500
2016-06-14,97.320000,98.480003,96.750000,97.459999,91.907257,31931900
2016-06-15,97.820000,98.410004,97.029999,97.139999,91.605484,29445200
2016-06-16,96.449997,97.750000,96.070000,97.550003,91.992149,31326800
2016-06-17,96.620003,96.650002,95.300003,95.330002,89.898605,61008200
2016-06-20,96.000000,96.570000,95.029999,95.099998,89.681717,34411900
2016-06-21,94.940002,96.349998,94.680000,95.910004,90.445557,35546400
2016-06-22,96.250000,96.889999,95.349998,95.550003,90.106094,29219100
2016-06-23,95.940002,96.290001,95.250000,96.099998,90.624741,32240200
2016-06-24,92.910004,94.660004,92.650002,93.400002,88.078583,75311400
2016-06-27,93.000000,93.050003,91.500000,92.040001,86.796043,45489600
2016-06-28,92.900002,93.660004,92.139999,93.589996,88.257751,40444900
2016-06-29,93.970001,94.550003,93.629997,94.400002,89.021591,36531000
2016-06-30,94.440002,95.769997,94.300003,95.599998,90.153221,35836400
2016-07-01,95.489998,96.470001,95.330002,95.889999,90.426697,26026500
2016-07-05,95.389999,95.400002,94.459999,94.989998,89.577995,27705200
2016-07-06,94.599998,95.660004,94.370003,95.529999,90.087227,30949100
2016-07-07,95.699997,96.500000,95.620003,95.940002,90.473869,25139600
2016-07-08,96.489998,96.889999,96.050003,96.680000,91.171707,28912100
2016-07-11,96.750000,97.650002,96.730003,96.980003,91.454613,23794900
2016-07-12,97.169998,97.699997,97.120003,97.419998,91.869545,24167500
2016-07-13,97.410004,97.669998,96.839996,96.870003,91.350861,25892200
2016-07-14,97.389999,98.989998,97.320000,98.790001,93.161491,38919000
2016-07-15,98.919998,99.300003,98.500000,98.779999,93.152061,30137000
2016-07-18,98.699997,100.129997,98.599998,99.830002,94.142235,36493900
